- , Model T, Stanley Steamer, accelerator, air bag, airplane, airship, ambulance, auto accessory, automobile, automobile engine, automobile horn, baggage car, beach wagon, buffer, building, bumper, bus, cab, cabin car, cable car, cable railway, car, car door, car mirror, car seat, car window, carriage, club car, cockpit, compact, compartment, convertible, coupe, covering, cruiser, device, electric, elevator, fender, first gear, floorboard, framework, freight car, fuel system, gas guzzler, gasoline engine, gear, glove compartment, grille, guard's van, handcar, hardtop, hatchback, high gear, hood, horseless carriage, hot rod, internal-combustion engine, jeep, limousine, loaner, locomotive, luggage compartment, mail car, minicab, minicar, minivan, motor vehicle, opening, pace car, passenger car, passenger van, pedal, protective covering, racer, rear window, reverse, roadster, roof, running board, sedan, self-propelled vehicle, slip coach, sport utility, sports car, stabilizer, stabilizer bar, stock car, subcompact, sunroof, suspension, tail fin, tender, third gear, touring car, truck, used-car, van, wheeled vehicle, window
minicar, 1.199127, 1.199127, 1.215871, 1.215871, 1.770053, 1.301221, 1.199127, 1.215871, 0.747039, 1.215871, 1.215871, 1.199127, 1.199127, 1.215871, 1.770053, 1.215871, 1.199127, 1.199127, 1.199127, 1.762521, 1.301221, 0.747039, 1.215871, 1.215871, 1.215871, 1.215871, 1.762521, 1.428582, 1.667959, 1.199127, 1.310433, 1.199127, 1.199127, 1.779266, 1.199127, 1.779266, 1.199127, 1.301221, 1.215871, 1.215871, 1.215871, 1.779266, 1.428582, 1.770053, 1.199127, 1.215871, 1.779266, 1.215871, 1.215871, 1.199127, 1.199127, 1.199127, 1.199127, 1.215871, 1.215871, 1.199127, 1.199127, 1.779266, 1.199127, 1.199127, 1.199127, 1.770053, 1.215871, 1.199127, 0.452088, 0.000000, 1.199127, 1.310433, 1.779266, 1.199127, 1.199127, 1.651214, 1.779266, 1.779266, 1.199127, 1.215871, 1.215871, 1.199127, 1.215871, 1.215871, 1.199127, 1.762521, 1.199127, 1.199127, 1.199127, 1.779266, 1.215871, 1.199127, 1.199127, 1.215871, 1.215871, 1.215871, 1.199127, 1.215871, 1.199127, 1.762521, 1.199127, 1.199127, 1.310433, 1.215871
minivan, 1.199127, 1.199127, 1.215871, 1.215871, 1.770053, 1.301221, 1.199127, 1.215871, 0.747039, 1.215871, 1.215871, 1.199127, 1.199127, 1.215871, 1.770053, 1.215871, 1.199127, 1.199127, 1.199127, 1.762521, 1.301221, 0.747039, 1.215871, 1.215871, 1.215871, 1.215871, 1.762521, 1.428582, 1.667959, 1.199127, 1.310433, 1.199127, 1.199127, 1.779266, 1.199127, 1.779266, 1.199127, 1.301221, 1.215871, 1.215871, 1.215871, 1.779266, 1.428582, 1.770053, 1.199127, 1.215871, 1.779266, 1.215871, 1.215871, 1.199127, 1.199127, 1.199127, 1.199127, 1.215871, 1.215871, 1.199127, 1.199127, 1.779266, 1.199127, 1.199127, 1.199127, 1.770053, 1.215871, 1.199127, 1.651214, 1.199127, 0.000000, 1.310433, 1.779266, 1.199127, 1.199127, 0.563394, 1.779266, 1.779266, 1.199127, 1.215871, 1.215871, 1.199127, 1.215871, 1.215871, 1.199127, 1.762521, 1.199127, 1.199127, 1.199127, 1.779266, 1.215871, 1.199127, 1.199127, 1.215871, 1.215871, 1.215871, 1.199127, 1.215871, 1.199127, 1.762521, 1.199127, 1.199127, 1.310433, 1.215871
motor vehicle, 1.133631, 1.133631, 1.138245, 1.150376, 1.692427, 1.235725, 1.133631, 1.150376, 0.681543, 1.150376, 1.150376, 1.133631, 1.133631, 1.150376, 1.675682, 1.121501, 1.133631, 0.669413, 1.133631, 1.684895, 1.235725, 0.681543, 1.150376, 1.150376, 1.150376, 1.150376, 1.232807, 1.363086, 1.602463, 1.133631, 1.232807, 1.133631, 1.133631, 1.684895, 1.133631, 1.713770, 1.133631, 1.235725, 1.150376, 1.150376, 1.150376, 1.713770, 1.363086, 0.468832, 1.133631, 1.150376, 1.713770, 1.150376, 1.150376, 1.133631, 1.133631, 1.133631, 1.133631, 1.150376, 1.150376, 1.133631, 1.133631, 0.468832, 1.133631, 1.133631, 1.133631, 1.704557, 1.150376, 1.133631, 1.121501, 1.133631, 1.133631, 0.000000, 1.713770, 1.133631, 1.133631, 1.585718, 0.468832, 1.684895, 1.133631, 1.150376, 1.150376, 1.133631, 1.121501, 1.150376, 1.133631, 0.563394, 1.133631, 1.133631, 1.133631, 1.684895, 1.121501, 1.133631, 1.133631, 1.150376, 0.669413, 1.150376, 1.133631, 1.150376, 1.133631, 0.452088, 1.133631, 1.133631, 1.244938, 1.150376
opening, 1.687812, 1.857173, 1.873917, 1.873917, 2.428099, 1.789907, 1.687812, 1.873917, 1.405085, 1.873917, 1.873917, 1.687812, 1.687812, 1.873917, 1.235725, 1.873917, 1.235725, 1.687812, 1.687812, 2.251207, 1.789907, 1.235725, 1.873917, 1.873917, 1.873917, 1.363086, 2.251207, 1.917268, 2.251207, 1.687812, 1.799119, 1.687812, 1.687812, 2.437312, 1.687812, 2.437312, 1.687812, 1.789907, 1.873917, 1.873917, 1.873917, 1.244938, 1.917268, 2.267952, 1.687812, 1.873917, 2.437312, 1.873917, 0.681543, 1.687812, 1.687812, 1.687812, 1.687812, 1.873917, 1.873917, 1.687812, 1.687812, 2.267952, 1.687812, 1.687812, 1.687812, 2.428099, 1.873917, 1.687812, 2.139900, 1.687812, 1.687812, 1.799119, 0.000000, 1.687812, 1.687812, 2.139900, 2.267952, 2.437312, 1.857173, 1.873917, 1.873917, 1.857173, 1.873917, 1.873917, 1.857173, 2.251207, 1.687812, 1.857173, 1.857173, 2.437312, 1.873917, 1.857173, 1.857173, 1.873917, 1.704557, 1.873917, 1.687812, 1.873917, 1.857173, 2.251207, 1.857173, 1.687812, 1.799119, 0.681543
pace car, 1.199127, 1.199127, 1.215871, 1.215871, 1.770053, 1.301221, 1.199127, 1.215871, 0.747039, 1.215871, 1.215871, 1.199127, 1.199127, 1.215871, 1.770053, 1.215871, 1.199127, 1.199127, 1.199127, 1.762521, 1.301221, 0.747039, 1.215871, 1.215871, 1.215871, 1.215871, 1.762521, 1.428582, 1.667959, 1.199127, 1.310433, 1.199127, 1.199127, 1.779266, 1.199127, 1.779266, 1.199127, 1.301221, 1.215871, 1.215871, 1.215871, 1.779266, 1.428582, 1.770053, 1.199127, 1.215871, 1.779266, 1.215871, 1.215871, 1.199127, 1.199127, 1.199127, 1.199127, 1.215871, 1.215871, 1.199127, 1.199127, 1.779266, 1.199127, 1.199127, 1.199127, 1.770053, 1.215871, 1.199127, 1.651214, 1.199127, 1.199127, 1.310433, 1.779266, 0.000000, 1.199127, 1.651214, 1.779266, 1.779266, 1.199127, 1.215871, 1.215871, 1.199127, 1.215871, 1.215871, 1.199127, 1.762521, 1.199127, 1.199127, 1.199127, 1.779266, 1.215871, 1.199127, 1.199127, 1.215871, 1.215871, 1.215871, 1.199127, 1.215871, 1.199127, 1.762521, 1.199127, 1.199127, 1.310433, 1.215871
passenger car, 1.199127, 1.428582, 1.416452, 1.416452, 1.970634, 1.301221, 1.199127, 1.416452, 1.939413, 1.416452, 1.416452, 1.199127, 1.199127, 1.416452, 1.770053, 1.416452, 1.199127, 1.199127, 1.199127, 1.762521, 1.301221, 0.747039, 1.416452, 1.416452, 1.416452, 1.416452, 1.762521, 1.428582, 1.762521, 1.199127, 1.310433, 1.199127, 1.199127, 1.979847, 1.199127, 1.979847, 1.199127, 1.301221, 1.416452, 1.416452, 1.416452, 1.779266, 1.428582, 1.779266, 1.199127, 1.416452, 1.979847, 1.416452, 1.416452, 1.199127, 1.199127, 1.199127, 1.199127, 1.416452, 1.416452, 1.199127, 1.199127, 1.779266, 1.199127, 1.199127, 1.199127, 1.970634, 1.416452, 1.199127, 1.651214, 1.199127, 1.199127, 1.310433, 1.779266, 1.199127, 0.000000, 1.651214, 1.779266, 1.979847, 1.428582, 1.416452, 1.416452, 1.428582, 1.416452, 1.416452, 1.428582, 1.762521, 1.199127, 1.428582, 1.428582, 1.979847, 1.416452, 1.428582, 1.428582, 1.416452, 1.215871, 1.416452, 1.199127, 1.416452, 1.428582, 1.762521, 1.428582, 1.199127, 1.310433, 1.215871
passenger van, 1.880670, 1.880670, 1.897415, 1.897415, 2.451596, 1.982764, 1.880670, 1.897415, 1.428582, 1.897415, 1.897415, 1.880670, 1.880670, 1.897415, 2.451596, 1.897415, 1.880670, 1.880670, 1.880670, 2.444064, 1.982764, 1.428582, 1.897415, 1.897415, 1.897415, 1.897415, 2.444064, 2.110126, 2.349502, 1.880670, 1.991977, 1.880670, 1.880670, 2.460809, 1.880670, 2.460809, 1.880670, 1.982764, 1.897415, 1.897415, 1.897415, 2.460809, 2.110126, 2.451596, 1.880670, 1.897415, 2.460809, 1.897415, 1.897415, 1.880670, 1.880670, 1.880670, 1.880670, 1.897415, 1.897415, 1.880670, 1.880670, 2.460809, 1.880670, 1.880670, 1.880670, 2.451596, 1.897415, 1.880670, 2.332757, 1.880670, 0.681543, 1.991977, 2.460809, 1.880670, 1.880670, 0.000000, 2.460809, 2.460809, 1.880670, 1.897415, 1.897415, 1.880670, 1.897415, 1.897415, 1.880670, 2.444064, 1.880670, 1.880670, 1.880670, 2.460809, 1.897415, 1.880670, 1.880670, 1.897415, 1.897415, 1.897415, 1.880670, 1.897415, 1.880670, 1.310433, 1.880670, 0.747039, 1.991977, 1.897415
pedal, 1.687812, 1.857173, 0.681543, 1.873917, 1.235725, 1.789907, 1.687812, 1.873917, 1.405085, 1.873917, 1.873917, 1.687812, 1.687812, 1.873917, 2.258739, 1.845042, 1.687812, 1.392955, 1.687812, 2.251207, 1.789907, 1.235725, 1.873917, 1.873917, 1.873917, 1.873917, 1.956349, 1.917268, 2.251207, 1.687812, 1.799119, 1.687812, 1.687812, 2.408437, 1.687812, 2.437312, 1.687812, 1.789907, 1.873917, 1.873917, 1.873917, 2.267952, 1.917268, 1.192374, 1.687812, 1.873917, 2.437312, 1.873917, 1.873917, 1.687812, 1.687812, 1.687812, 1.687812, 1.873917, 1.873917, 1.687812, 1.687812, 1.192374, 1.687812, 1.687812, 1.687812, 2.428099, 1.873917, 1.687812, 1.845042, 1.687812, 1.687812, 0.723542, 2.267952, 1.687812, 1.687812, 2.139900, 0.000000, 2.408437, 1.857173, 1.873917, 1.873917, 1.857173, 1.845042, 1.873917, 1.857173, 1.286936, 1.687812, 1.857173, 1.857173, 2.408437, 1.845042, 1.857173, 1.857173, 1.873917, 1.392955, 1.873917, 1.687812, 1.873917, 1.857173, 1.175629, 1.857173, 1.687812, 1.799119, 1.704557
protective covering, 1.687812, 1.857173, 1.873917, 1.873917, 1.235725, 1.789907, 1.687812, 1.873917, 1.405085, 1.873917, 1.873917, 1.687812, 1.687812, 1.873917, 1.235725, 1.873917, 1.235725, 1.687812, 1.687812, 2.251207, 1.789907, 1.235725, 1.873917, 1.873917, 1.873917, 1.873917, 2.251207, 1.917268, 2.251207, 1.687812, 1.799119, 1.687812, 1.687812, 1.244938, 1.687812, 2.437312, 1.687812, 1.789907, 1.873917, 1.873917, 1.873917, 2.267952, 1.917268, 2.267952, 1.687812, 1.873917, 2.437312, 1.873917, 1.873917, 1.687812, 1.687812, 1.687812, 1.687812, 1.873917, 0.681543, 1.687812, 1.687812, 2.267952, 1.687812, 1.687812, 1.687812, 2.428099, 1.873917, 1.687812, 2.139900, 1.687812, 1.687812, 1.799119, 2.267952, 1.687812, 1.687812, 2.139900, 2.267952, 0.000000, 1.857173, 1.873917, 1.873917, 1.857173, 0.681543, 1.873917, 1.857173, 2.251207, 1.687812, 1.857173, 1.857173, 2.437312, 1.873917, 1.857173, 1.857173, 1.133631, 1.704557, 1.873917, 1.687812, 1.873917, 1.857173, 1.235725, 1.857173, 1.687812, 1.799119, 1.704557
racer, 1.015482, 1.199127, 1.215871, 1.215871, 1.770053, 1.117576, 1.015482, 1.215871, 0.747039, 1.215871, 1.215871, 1.015482, 1.015482, 1.215871, 1.586408, 1.215871, 1.015482, 1.015482, 1.015482, 1.578876, 1.117576, 0.563394, 1.215871, 1.215871, 1.215871, 1.215871, 1.578876, 1.244938, 0.468832, 1.015482, 1.126789, 1.015482, 1.015482, 1.779266, 1.015482, 1.779266, 1.015482, 1.117576, 1.215871, 1.215871, 1.215871, 1.595621, 1.244938, 1.595621, 1.015482, 1.215871, 1.779266, 1.215871, 1.215871, 1.015482, 1.015482, 1.015482, 1.015482, 1.215871, 1.215871, 1.015482, 1.015482, 1.595621, 1.015482, 1.015482, 1.015482, 1.770053, 1.215871, 1.015482, 1.467570, 1.015482, 1.015482, 1.126789, 1.595621, 1.015482, 1.015482, 1.467570, 1.595621, 1.779266, 0.000000, 1.215871, 1.215871, 1.199127, 1.215871, 1.215871, 1.199127, 1.578876, 1.015482, 1.199127, 1.199127, 1.779266, 1.215871, 0.681543, 1.199127, 1.215871, 1.032227, 1.215871, 1.015482, 1.215871, 1.199127, 1.578876, 1.199127, 1.015482, 1.126789, 1.032227
rear window, 1.006269, 1.175629, 1.192374, 1.192374, 1.746556, 1.108363, 1.006269, 1.192374, 0.723542, 1.192374, 1.192374, 1.006269, 1.006269, 1.192374, 1.577196, 1.192374, 1.006269, 1.006269, 1.006269, 1.569664, 1.108363, 0.554182, 1.192374, 1.192374, 1.192374, 0.563394, 1.569664, 1.235725, 1.569664, 1.006269, 1.117576, 1.006269, 1.006269, 1.755768, 1.006269, 1.755768, 1.006269, 1.108363, 1.192374, 1.192374, 1.192374, 1.586408, 1.235725, 1.586408, 1.006269, 1.192374, 1.755768, 1.192374, 1.192374, 1.006269, 1.006269, 1.006269, 1.006269, 1.192374, 1.192374, 1.006269, 1.006269, 1.586408, 1.006269, 1.006269, 1.006269, 1.746556, 1.192374, 1.006269, 1.458357, 1.006269, 1.006269, 1.117576, 1.586408, 1.006269, 1.006269, 1.458357, 1.586408, 1.755768, 1.175629, 0.000000, 1.192374, 1.175629, 1.192374, 1.192374, 1.175629, 1.569664, 1.006269, 1.175629, 1.175629, 1.755768, 1.192374, 1.175629, 1.175629, 1.192374, 1.023014, 1.192374, 1.006269, 1.192374, 1.175629, 1.569664, 1.175629, 1.006269, 1.117576, 1.023014
reverse, 1.006269, 1.175629, 1.192374, 1.192374, 1.746556, 1.108363, 1.006269, 1.192374, 0.723542, 1.192374, 1.192374, 1.006269, 1.006269, 1.192374, 1.577196, 1.192374, 1.006269, 1.006269, 1.006269, 1.569664, 1.108363, 0.554182, 1.192374, 1.192374, 1.192374, 1.192374, 1.569664, 1.235725, 1.569664, 1.006269, 1.117576, 1.006269, 1.006269, 1.755768, 1.006269, 1.755768, 1.006269, 1.108363, 1.192374, 1.192374, 1.192374, 1.586408, 1.235725, 1.586408, 1.006269, 1.192374, 0.563394, 1.192374, 1.192374, 1.006269, 1.006269, 1.006269, 1.006269, 1.192374, 1.192374, 1.006269, 1.006269, 1.586408, 1.006269, 1.006269, 1.006269, 1.746556, 1.192374, 1.006269, 1.458357, 1.006269, 1.006269, 1.117576, 1.586408, 1.006269, 1.006269, 1.458357, 1.586408, 1.755768, 1.175629, 1.192374, 0.000000, 1.175629, 1.192374, 1.192374, 1.175629, 1.569664, 1.006269, 1.175629, 1.175629, 1.755768, 1.192374, 1.175629, 1.175629, 1.192374, 1.023014, 1.192374, 1.006269, 1.192374, 1.175629, 1.569664, 1.175629, 1.006269, 1.117576, 1.023014
roadster, 1.015482, 1.199127, 1.215871, 1.215871, 1.770053, 1.117576, 1.015482, 1.215871, 0.747039, 1.215871, 1.215871, 1.015482, 1.015482, 1.215871, 1.586408, 1.215871, 1.015482, 1.015482, 1.015482, 1.578876, 1.117576, 0.563394, 1.215871, 1.215871, 1.215871, 1.215871, 0.563394, 1.244938, 1.578876, 1.015482, 1.126789, 1.015482, 1.015482, 1.779266, 1.015482, 1.779266, 1.015482, 1.117576, 1.215871, 1.215871, 1.215871, 1.595621, 1.244938, 1.595621, 1.015482, 1.215871, 1.779266, 1.215871, 1.215871, 1.015482, 1.015482, 1.015482, 1.015482, 1.215871, 1.215871, 1.015482, 1.015482, 1.595621, 1.015482, 1.015482, 1.015482, 1.770053, 1.215871, 1.015482, 1.467570, 1.015482, 1.015482, 1.126789, 1.595621, 1.015482, 1.015482, 1.467570, 1.595621, 1.779266, 1.199127, 1.215871, 1.215871, 0.000000, 1.215871, 1.215871, 1.199127, 1.578876, 1.015482, 1.199127, 1.199127, 1.779266, 1.215871, 1.199127, 1.199127, 1.215871, 1.032227, 1.215871, 1.015482, 1.215871, 1.199127, 1.578876, 1.199127, 1.015482, 1.126789, 1.032227
roof, 1.006269, 1.175629, 1.192374, 1.192374, 1.235725, 1.108363, 1.006269, 1.192374, 0.723542, 1.192374, 1.192374, 1.006269, 1.006269, 1.192374, 0.554182, 1.192374, 0.554182, 1.006269, 1.006269, 1.569664, 1.108363, 0.554182, 1.192374, 1.192374, 1.192374, 1.192374, 1.569664, 1.235725, 1.569664, 1.006269, 1.117576, 1.006269, 1.006269, 0.563394, 1.006269, 1.755768, 1.006269, 1.108363, 1.192374, 1.192374, 1.192374, 1.586408, 1.235725, 1.586408, 1.006269, 1.192374, 1.755768, 1.192374, 1.192374, 1.006269, 1.006269, 1.006269, 1.006269, 1.192374, 0.681543, 1.006269, 1.006269, 1.586408, 1.006269, 1.006269, 1.006269, 1.746556, 1.192374, 1.006269, 1.458357, 1.006269, 1.006269, 1.117576, 1.586408, 1.006269, 1.006269, 1.458357, 1.586408, 0.563394, 1.175629, 1.192374, 1.192374, 1.175629, 0.000000, 1.192374, 1.175629, 1.569664, 1.006269, 1.175629, 1.175629, 1.755768, 1.192374, 1.175629, 1.175629, 0.452088, 1.023014, 1.192374, 1.006269, 1.192374, 1.175629, 0.554182, 1.175629, 1.006269, 1.117576, 1.023014
running board, 1.006269, 1.175629, 1.192374, 1.192374, 1.746556, 1.108363, 1.006269, 1.192374, 0.723542, 1.192374, 1.192374, 1.006269, 1.006269, 1.192374, 1.577196, 1.192374, 1.006269, 1.006269, 1.006269, 1.569664, 1.108363, 0.554182, 1.192374, 1.192374, 1.192374, 1.192374, 1.569664, 1.235725, 1.569664, 1.006269, 1.117576, 1.006269, 1.006269, 1.755768, 1.006269, 1.755768, 1.006269, 1.108363, 1.192374, 1.192374, 1.192374, 1.586408, 1.235725, 1.586408, 1.006269, 1.192374, 1.755768, 1.192374, 1.192374, 1.006269, 1.006269, 1.006269, 1.006269, 1.192374, 1.192374, 1.006269, 1.006269, 1.586408, 1.006269, 1.006269, 1.006269, 1.746556, 1.192374, 1.006269, 1.458357, 1.006269, 1.006269, 1.117576, 1.586408, 1.006269, 1.006269, 1.458357, 1.586408, 1.755768, 1.175629, 1.192374, 1.192374, 1.175629, 1.192374, 0.000000, 1.175629, 1.569664, 1.006269, 1.175629, 1.175629, 1.755768, 1.192374, 1.175629, 1.175629, 1.192374, 1.023014, 1.192374, 1.006269, 1.192374, 1.175629, 1.569664, 1.175629, 1.006269, 1.117576, 1.023014
sedan, 1.015482, 1.199127, 1.215871, 1.215871, 1.770053, 1.117576, 1.015482, 1.215871, 0.747039, 1.215871, 1.215871, 1.015482, 1.015482, 1.215871, 1.586408, 1.215871, 1.015482, 1.015482, 1.015482, 1.578876, 1.117576, 0.563394, 1.215871, 1.215871, 1.215871, 1.215871, 1.578876, 1.244938, 1.578876, 1.015482, 1.126789, 1.015482, 1.015482, 1.779266, 1.015482, 1.779266, 1.015482, 1.117576, 1.215871, 1.215871, 1.215871, 1.595621, 1.244938, 1.595621, 1.015482, 1.215871, 1.779266, 1.215871, 1.215871, 1.015482, 1.015482, 1.015482, 1.015482, 1.215871, 1.215871, 1.015482, 1.015482, 1.595621, 1.015482, 1.015482, 1.015482, 1.770053, 1.215871, 1.015482, 1.467570, 1.015482, 1.015482, 1.126789, 1.595621, 1.015482, 1.015482, 1.467570, 1.595621, 1.779266, 1.199127, 1.215871, 1.215871, 1.199127, 1.215871, 1.215871, 0.000000, 1.578876, 1.015482, 1.199127, 1.199127, 1.779266, 1.215871, 1.199127, 1.199127, 1.215871, 1.032227, 1.215871, 1.015482, 1.215871, 1.199127, 1.578876, 1.199127, 1.015482, 1.126789, 1.032227
self-propelled vehicle, 1.815174, 1.815174, 1.819789, 1.831919, 2.373970, 1.917268, 1.815174, 1.831919, 1.363086, 1.831919, 1.831919, 1.815174, 1.815174, 1.831919, 2.357226, 1.803044, 1.815174, 1.350956, 1.815174, 2.366438, 1.917268, 1.363086, 1.831919, 1.831919, 1.831919, 1.831919, 1.914351, 2.044630, 2.284006, 1.815174, 1.914351, 1.815174, 1.815174, 2.366438, 1.815174, 2.395313, 1.815174, 1.917268, 1.831919, 1.831919, 1.831919, 2.395313, 2.044630, 1.150376, 1.815174, 1.831919, 2.395313, 1.831919, 1.831919, 1.815174, 1.815174, 1.815174, 1.815174, 1.831919, 1.831919, 1.815174, 1.815174, 1.150376, 1.815174, 1.815174, 1.815174, 2.386100, 1.831919, 1.815174, 1.803044, 1.815174, 1.815174, 0.681543, 2.395313, 1.815174, 1.815174, 2.267262, 1.150376, 2.366438, 1.815174, 1.831919, 1.831919, 1.815174, 1.803044, 1.831919, 1.815174, 0.000000, 1.815174, 1.815174, 1.815174, 2.366438, 1.803044, 1.815174, 1.815174, 1.831919, 1.350956, 1.831919, 1.815174, 1.831919, 1.815174, 1.133631, 1.815174, 1.815174, 0.747039, 1.831919
slip coach, 1.199127, 1.428582, 1.416452, 1.416452, 1.970634, 1.301221, 1.199127, 1.416452, 1.939413, 1.416452, 1.416452, 1.199127, 1.199127, 1.416452, 1.770053, 1.416452, 1.199127, 1.199127, 1.199127, 1.762521, 1.301221, 0.747039, 1.416452, 1.416452, 1.416452, 1.416452, 1.762521, 1.428582, 1.762521, 1.199127, 1.310433, 1.199127, 1.199127, 1.979847, 1.199127, 1.979847, 1.199127, 1.301221, 1.416452, 1.416452, 1.416452, 1.779266, 1.428582, 1.779266, 1.199127, 1.416452, 1.979847, 1.416452, 1.416452, 1.199127, 1.199127, 1.199127, 1.199127, 1.416452, 1.416452, 1.199127, 1.199127, 1.779266, 1.199127, 1.199127, 1.199127, 1.970634, 1.416452, 1.199127, 1.651214, 1.199127, 1.199127, 1.310433, 1.779266, 1.199127, 1.199127, 1.651214, 1.779266, 1.979847, 1.428582, 1.416452, 1.416452, 1.428582, 1.416452, 1.416452, 1.428582, 1.762521, 0.000000, 1.428582, 1.428582, 1.979847, 1.416452, 1.428582, 1.428582, 1.416452, 1.215871, 1.416452, 1.199127, 1.416452, 1.428582, 1.762521, 1.428582, 1.199127, 1.310433, 1.215871
sport utility, 1.015482, 1.199127, 1.215871, 1.215871, 1.770053, 1.117576, 1.015482, 1.215871, 0.747039, 1.215871, 1.215871, 1.015482, 1.015482, 1.215871, 1.586408, 1.215871, 1.015482, 1.015482, 1.015482, 1.578876, 1.117576, 0.563394, 1.215871, 1.215871, 1.215871, 1.215871, 1.578876, 1.244938, 1.578876, 1.015482, 1.126789, 1.015482, 1.015482, 1.779266, 1.015482, 1.779266, 1.015482, 1.117576, 1.215871, 1.215871, 1.215871, 1.595621, 1.244938, 1.595621, 1.015482, 1.215871, 1.779266, 1.215871, 1.215871, 1.015482, 1.015482, 1.015482, 1.015482, 1.215871, 1.215871, 1.015482, 1.015482, 1.595621, 1.015482, 1.015482, 1.015482, 1.770053, 1.215871, 1.015482, 1.467570, 1.015482, 1.015482, 1.126789, 1.595621, 1.015482, 1.015482, 1.467570, 1.595621, 1.779266, 1.199127, 1.215871, 1.215871, 1.199127, 1.215871, 1.215871, 1.199127, 1.578876, 1.015482, 0.000000, 1.199127, 1.779266, 1.215871, 1.199127, 1.199127, 1.215871, 1.032227, 1.215871, 1.015482, 1.215871, 1.199127, 1.578876, 1.199127, 1.015482, 1.126789, 1.032227
sports car, 1.015482, 1.199127, 1.215871, 1.215871, 1.770053, 1.117576, 1.015482, 1.215871, 0.747039, 1.215871, 1.215871, 1.015482, 1.015482, 1.215871, 1.586408, 1.215871, 1.015482, 1.015482, 1.015482, 1.578876, 1.117576, 0.563394, 1.215871, 1.215871, 1.215871, 1.215871, 1.578876, 1.244938, 1.578876, 1.015482, 1.126789, 1.015482, 1.015482, 1.779266, 1.015482, 1.779266, 1.015482, 1.117576, 1.215871, 1.215871, 1.215871, 1.595621, 1.244938, 1.595621, 1.015482, 1.215871, 1.779266, 1.215871, 1.215871, 1.015482, 1.015482, 1.015482, 1.015482, 1.215871, 1.215871, 1.015482, 1.015482, 1.595621, 1.015482, 1.015482, 1.015482, 1.770053, 1.215871, 1.015482, 1.467570, 1.015482, 1.015482, 1.126789, 1.595621, 1.015482, 1.015482, 1.467570, 1.595621, 1.779266, 1.199127, 1.215871, 1.215871, 1.199127, 1.215871, 1.215871, 1.199127, 1.578876, 1.015482, 1.199127, 0.000000, 1.779266, 1.215871, 1.199127, 1.199127, 1.215871, 1.032227, 1.215871, 1.015482, 1.215871, 1.199127, 1.578876, 1.199127, 1.015482, 1.126789, 1.032227
stabilizer, 1.687812, 1.857173, 1.873917, 1.873917, 2.428099, 1.789907, 1.687812, 1.873917, 1.405085, 1.873917, 1.873917, 1.687812, 1.687812, 1.873917, 2.258739, 1.873917, 1.687812, 1.687812, 1.687812, 2.251207, 1.789907, 1.235725, 1.873917, 1.873917, 1.873917, 1.873917, 2.251207, 1.917268, 2.251207, 1.687812, 1.799119, 1.687812, 1.687812, 2.437312, 1.687812, 2.437312, 1.687812, 1.789907, 1.873917, 1.873917, 1.873917, 2.267952, 1.917268, 2.267952, 1.687812, 1.873917, 2.437312, 1.873917, 1.873917, 1.687812, 1.687812, 1.687812, 1.687812, 1.873917, 1.873917, 1.687812, 1.687812, 2.267952, 1.687812, 1.687812, 1.687812, 2.428099, 1.873917, 1.687812, 2.139900, 1.687812, 1.687812, 1.799119, 2.267952, 1.687812, 1.687812, 2.139900, 2.267952, 2.437312, 1.857173, 1.873917, 1.873917, 1.857173, 1.873917, 1.873917, 1.857173, 2.251207, 1.687812, 1.857173, 1.857173, 0.000000, 0.681543, 1.857173, 1.857173, 1.873917, 1.704557, 0.681543, 1.687812, 1.873917, 1.857173, 1.235725, 1.857173, 1.687812, 1.799119, 1.704557
stabilizer bar, 1.006269, 1.175629, 1.192374, 1.192374, 1.746556, 1.108363, 1.006269, 1.192374, 0.723542, 1.192374, 1.192374, 1.006269, 1.006269, 1.192374, 1.577196, 1.192374, 1.006269, 1.006269, 1.006269, 1.569664, 1.108363, 0.554182, 1.192374, 1.192374, 1.192374, 1.192374, 1.569664, 1.235725, 1.569664, 1.006269, 1.117576, 1.006269, 1.006269, 1.755768, 1.006269, 1.755768, 1.006269, 1.108363, 1.192374, 1.192374, 1.192374, 1.586408, 1.235725, 1.586408, 1.006269, 1.192374, 1.755768, 1.192374, 1.192374, 1.006269, 1.006269, 1.006269, 1.006269, 1.192374, 1.192374, 1.006269, 1.006269, 1.586408, 1.006269, 1.006269, 1.006269, 1.746556, 1.192374, 1.006269, 1.458357, 1.006269, 1.006269, 1.117576, 1.586408, 1.006269, 1.006269, 1.458357, 1.586408, 1.755768, 1.175629, 1.192374, 1.192374, 1.175629, 1.192374, 1.192374, 1.175629, 1.569664, 1.006269, 1.175629, 1.175629, 0.563394, 0.000000, 1.175629, 1.175629, 1.192374, 1.023014, 1.192374, 1.006269, 1.192374, 1.175629, 0.554182, 1.175629, 1.006269, 1.117576, 1.023014
